,s1,s41,s42,s43,a0,a2,a301,a4,a501,a6,a7a,a7aa,a7b,a7c,a8a,a10,a10a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a12a,a13,a14,a15,a16,a17,a18,a21,a281,a282,a283,a284,a285,a286,a3001,a3002,a3003,a3004,a3005,a3006,a3007,a3008,a3009,a3010,a3011,a3012,a311,a312,a313,a31a,a31b,a32,a35,a36,a431,a432,a433,a434,a58,a59a,a59c,a59e,a59f,a611,a612,a613,a614,a62,a63,a64,a65,a66,a6799,a6701,a6702,a6703,a6704,a6705,a6706,a6707,a6708,a67a,a681,a682,a68a,a69,a70,a71a,a71b,a72,a73,a74,a75a,a81,a82,a85,a89a,a89b,a89c,a89d,a90a,a90b,a90c,a90d,b1,b2,b3,b5,b6,b1001,b1002,b1003,b1004,b1005,b1006,b1007,b1008,b1009,b1010,b1011,b1012,b1013,b12,b161,b162,b163,b164,b165,b166,b167,b168,b169,a60k,b7,a371,a372,a373,a421,a422,a423,a425,a7b
6922,1,21,64,101,2015/7/16 20:30,2,1950,1,0,3,3, ,4,-2,10000,1, ,109,0,0,0,1,0,0,0,0,0, ,155,108,4,4,4,1,2,1,1,2,4,1,1,2,5,2,4,5,3,4,5,5,5,5,5,2,3,2,6,6,1,4,4,6,3,6,3,4, , , , ,1,1,2,2,-2,3,3,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,7,1974, , , , , , , , , ,-2,1,1,2,-2,1,1,2,2,2,3,-8,20000,4,3,4,4,4,-8,3,4,4,-8,5,5,3,5,85,80,80,75,80,80,75,80,85, ,6,2,1,1,3,3,4,4,4
6923,1,21,63,99,2015/7/14 16:41,1,1948,1,1,1,4, ,4,1967,3000,1, ,40,0,1,0,0,0,0,0,0,0, ,165,90,3,4,3,1,3,1,1,1,4,1,1,1,5,5,4,4,4,4,5,4,5,5,5,2,3,1,6,6,1,1,3,2,2,2,2,1,2,27,1,4,2,2,2,2,20000,5,1,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1974,1951,1974,1,1,1,0,4, , ,1902,1,1,2,1917,1,1,2,3,2,3,4,10000,3,3,4,3,4,2,1,-8,3,-8,-8,-8,1,3,80,80,50,70,60,20,20,60,70, ,6,97,97,97,3,4,3,4,4
6924,1,21,64,101,2015/7/16 21:44,2,1988,1,1,1,10, ,4,2010,20000,1, ,99,0,1,1,0,0,0,0,0,0, ,160,100,4,4,4,1,1,4,4,4,3,3,1,2,3,4,1,4,3,3,3,1,4,4,1,2,3,4,1,2,1,4,4,7,5,9,3,1,3,2,1,3,1,2,2,2,70000,5,2,1,1,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2012,1986,2012,7,1,1,50000,1,3,1,1958,4,1,2,1958,4,1,2,3,2,4,3,36000,4,4,4,4,4,4,3,4,3,3,-8,3,3,4,65,70,70,70,60,50,70,50,50, ,6,2,1,1,2,2,4,4,4
6925,1,21,61,97,2015/7/20 12:35,2,1988,1,1,1,12, ,4,2006,80000,1, ,120,0,1,0,0,0,0,0,0,0, ,170,140,4,5,5,5,1,3,3,1,4,3,1,1,4,3,4,4,5,5,5,5,5,5,2,2,4,2,6,6,2,4,4,5,4,6,4,1,3,9,1,3,1,1,2,2,13000,5,4,1,2,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2010,1985,2010,12,1,5,50000,1,3,1,1961,6,1,5,1955,6,1,9,2,2,5,2,100000,3,3,3,3,3,3,1,3,2,3,-8,2,2,2,80,80,80,70,70,60,66,50,60, ,3,1,1,0,4,4,2,4,4
6926,1,21,64,102,2015/7/17 19:57,2,1982,1,1,1,4, ,4,1997,20000,1, ,120,0,0,0,0,1,0,0,0,0, ,165,107,5,4,4,1,2,1,1,2,5,3,2,1,5,3,5,5,4,4,4,5,5,4,4,2,3,1,7,7,6,1,4,5,5,5,3,5, , , , ,1,1,2,2,40000,5,3,1,2,0,1,0,0,0,0,0,0,0, ,0,3,3,3,2008,1981,2008,7,1,4,20000,5, , ,1960,3,1,2,1961,1,1,2,2,2,3,3,80000,3,3,-8,2,4,2,2,2,1,-8,-8,-8,1,4,80,80,80,90,70,50,30,70,80,3,3,2,1,1,5,5,3,4,4
6927,1,21,61,97,2015/7/19 8:42,2,1965,1,1,1,6, ,4,1980,12000,1, ,100,0,1,0,0,0,0,0,0,0, ,172,180,4,4,4,2,1,1,1,1,3,1,1,2,5,4,5,5,4,3,3,2,5,5,5,3,3,1,2,2,1,2,2,4,4,5,3,5, , , , ,1,1,2,2,34000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1989,1963,1989,6,1,2,24000,1,5,1,-2,1,1,1,-2,4,1,1,3,2,4,3,-2,3,3,-8,-8,5,3,3,4,3,3,-8,-8,3,3,75,70,75,80,75,70,80,75,80,1,4,2,1,1,4,4,4,5,4
6928,1,21,64,101,2015/7/17 12:55,1,1985,1,1,1,6, ,4,-2,30000,1, ,100,0,0,0,0,1,0,0,0,0, ,173,180,3,5,3,4,1,1,1,1,2,5,1,3,5,5,5,5,5,5,5,5,5,5,1,3,2,4,3,3,1,4,4,5,5,10,5,1,2,5,1,4,1,2,2,2,100000,5,3,1,1,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2010,1988,2010,6,1,1,-1,1,7,1,1952,3,1,9,1953,3,1,15,2,1,4,2,-2,4,4,4,4,5,-8,3,4,4,4,-8,4,4,3,60,80,90,80,80,80,80,80,60, ,5,1,1,0,3,3,3,4,4
6929,1,21,61,97,2015/7/19 17:57,2,1968,1,1,1,11, ,4,1987,35000,4,2004,130,0,0,1,0,0,0,0,0,0, ,160,120,4,4,5,4,1,4,4,1,4,4,3,1,4,3,2,4,4,4,2,4,4,5,2,3,3,3,4,4,2,3,4,6,5,7,4,1,3,28,1,2,1,1,2,2,80000,2,4,1,1,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1990,1965,1990,12,1,4,45000,1,3,1,-2,-8,1,-8,-2,-8,1,-8,1,1,3,2,50000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,70,70,70,70,70,70,70,70,70, ,4,1,1,0,2,2,2,4,4
6930,1,21,61,97,2015/7/19 15:42,2,1960,1,1,1,3, ,4,1972,12000,1, ,130,0,1,1,0,0,0,0,0,0, ,158,110,4,4,4,2,1,1,1,1,4,1,1,2,5,4,5,5,4,3,4,1,5,5,5,4,4,2,2,3,1,2,4,6,5,6,5,5, , , , ,1,1,2,2,24000,2,4,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1981,1958,1981,4,1,2,12000,1,3,2,1938,1,1,1,1940,1,1,5,1,1,4,3,15000,3,2,-8,-8,4,3,3,3,2,3,-8,-8,2,3,70,85,80,75,80,80,65,70,80,3,3,3,1,2,4,2,4,5,4
6931,1,21,64,101,2015/7/16 20:53,1,1978,1,1,1,7, ,4,1998,20000,1, ,100,0,0,0,0,1,0,0,0,0, ,170,150,4,4,4,2,1,2,2,1,3,5,3,2,3,2,5,5,3,4,2,4,5,5,1,3,4,3,5,2,2,2,2,4,3,5,3,1,2,6,2,4,1,1,1,1,50000,2,2,0,1,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2005,1983,2005,4,1,1,30000,1,3,1,1954,4,1,9,1955,3,1,9,3,1,4,3,100000,2,2,5,2,5,-8,2,4,2,-8,-8,-8,1,2,90,85,60,70,70,60,60,70,80, ,6,1,97,97,2,2,4,5,4
6932,1,21,64,101,2015/7/15 7:55,2,1957,1,1,1,4, ,4,1974,30000,1, ,360,0,0,1,0,0,0,0,0,0, ,160,110,3,3,4,4,1,1,1,1,5,1,1,1,5,1,5,5,4,4,5,5,5,5,5,4,3,1,5,5,2,4,5,4,3,5,3,5, , , , ,2,1,2,2,200000,4,4,1,1,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1980,1957,1980,4,1,4,30000,1,3,1,1937,1,1,2,1938,1,1,2,1,1,4,2,50000,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,2,4,85,80,75,90,85,80,80,80,85, ,4,2,2,0,4,4,4,4,4
6933,1,21,63,99,2015/7/16 11:45,2,1967,1,1,1,6, ,4,1982,70000,1, ,70,0,1,0,0,0,0,0,0,0, ,165,120,3,4,4,1,1,1,1,2,2,3,1,3,4,4,4,4,3,3,3,3,3,5,2,2,3,2,3,3,2,2,3,3,3,-8,3,1,5,33,1,3,1,1,2,2,10000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,2,0,2,3,1987,1967,1987,6,1,1,30000,1,3,1,1923,1,1,2,1926,1,1,2,3,1,4,3,-2,4,4,4,4,4,4,3,3,2,2,-8,2,2,4,75,75,60,60,65,65,70,75,75, ,3,97,97,97,2,2,2,2,4
6934,1,21,64,102,2015/7/18 17:12,1,1962,1,1,1,6, ,4,1977,20000,1, ,110,0,0,0,1,0,0,0,0,0, ,170,140,3,3,3,1,3,2,1,2,5,1,1,1,5,2,3,4,4,5,2,2,5,5,5,2,4,3,5,5,6,4,4,5,4,7,3,5, , , , ,2,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1982,1963,1982,3,1,1,10000,5, , ,1928,1,1,2,1932,1,1,2,2,2,4,-8,30000,3,3,3,2,4,3,2,4,3,3,-8,3,2,2,90,80,70,70,60,70,80,70,70,1,5,2,97,97,4,4,2,4,4
6935,1,21,63,99,2015/7/19 15:40,1,1959,1,1,1,7, ,4,-2,-3,1, ,60,0,0,0,0,0,0,0,0,1, ,175,150,5,4,5,2,1,2,1,3,2,1,1,3,5,5,3,5,4,5,5,5,5,5,5,2,3,1,3,5,1,2,3,3,2,3,2,1,3,30,1,3,1,1,2,2,-3,3,2,0,2,0,1,0,0,0,0,0,0,0, ,1,0,1,6,-3, , , , , , , , , ,1927,1,1,1,-2,1,1,1,3,2,3,3,60000,4,4,-8,-8,3,3,2,-8,2,4,-8,-8,1,5,80,70,50,70,80,65,60,80,80, ,5,-3,-3,-3,4,4,5,2,4
6936,1,21,64,101,2015/7/14 19:21,1,1971,1,1,1,4, ,4,-2,-2,1, ,45,0,0,0,0,0,0,0,0,1, ,171,140,2,2,3,1,1,2,2,2,5,1,1,1,5,3,4,5,4,4,5,5,5,5,5,2,3,2,6,7,2,4,4,2,2,2,2,1,2,12,1,1,1,2,2,2,-2,4,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2000,1972,2000,4,1,1,-2,1,7,1,-2,1,1,16,-2,1,1,2,2,3,4,2,50000,4,4,4,4,4,4,3,5,5,4,-8,-8,3,2,80,80,75,70,65,65,65,80,75, ,6,2,1,1,4,1,5,4,4
6937,2,21,64,101,2015/7/20 9:43,2,1966,1,1,1,3, ,4,1980,10000,1, ,100,0,1,1,0,0,0,0,0,0, ,165,100,3,3,4,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,5,5,5,5,5,4,3,1,1,3,1,4,4,4,3,6,3,3, , , , ,1,1,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1986,1964,1986,4,1,1,10000,3, , ,1942,4,1,2,1947,1,1,2,3,2,4,2,-2,5,4,5,5,4,4,4,4,3,-8,-8,-8,4,5,80,80,80,70,70,70,80,80,80, ,3,2,1,1,4,4,4,5,4
6938,1,21,63,99,2015/7/18 10:43,1,1955,1,1,1,4, ,4,1971,1200,1, ,200,0,1,0,0,0,0,0,0,0, ,170,140,2,3,3,1,1,2,1,3,4,1,1,2,5,5,4,5,3,3,4,5,5,5,5,2,4,1,1,2,3,3,3,1,5,1,3,4, , , , ,1,1,2,2,50000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1981,1955,1981,3,1,1,10000,3, , ,-2,1,1,2,-2,1,1,2,3,3,4,4,10000,5,4,4,4,5,-8,2,5,3,-8,-8,-8,2,5,60,80,60,70,70,60,80,60,60, ,3,2,2,0,4,4,3,3,4
6939,1,21,64,102,2015/7/18 16:49,1,1982,1,1,1,4, ,4,1999,150000,1, ,80,0,1,1,0,0,0,0,0,0, ,165,128,4,5,3,2,2,2,2,2,2,5,3,1,3,3,4,4,3,2,1,3,5,4,1,4,4,5,3,1,3,2,2,6,1,9,1,5, , , , ,1,1,1,2,250000,2,4,2,2,0,0,1,0,0,0,0,0,0, ,0,0, ,3,2010,1984,2010,7,1,2,100000,5, , ,1955,3,1,1,1957,3,1,15,1,1,2,2,200000,3,3,-8,-8,5,3,3,3,3,3,-8,3,1,2,60,60,60,60,60,60,0,60,70,5,6,1,0,1,1,1,1,5,4
6940,1,21,63,99,2015/7/16 10:11,1,1963,1,1,1,4, ,4,1979,30000,1, ,180,0,1,0,0,0,0,0,0,0, ,168,150,4,3,3,1,1,4,4,2,5,1,1,1,5,3,1,5,4,4,5,4,5,5,5,2,4,2,5,5,1,4,4,3,3,3,3,1,5,35,1,4,1,1,2,2,300000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,2,0,3,1986,1966,1986,4,1,1,10000,1,6,1,1930,1,1,2,1930,1,1,2,2,2,3,2,-2,4,4,4,-8,5,-8,-8,-8,4,-8,-8,-8,1,5,-2,-2,80,80,80,80,70,70,70, ,6,2,1,1,5,5,5,4,4
6941,1,21,64,100,2015/7/16 19:18,2,1990,1,1,1,10, ,4,2011,50000,1, ,100,0,1,0,0,0,0,0,0,0, ,163,120,5,4,4,5,1,2,2,1,2,5,1,3,4,3,4,3,3,4,3,4,3,5,1,5,4,2,1,3,3,4,4,7,5,7,5,1,6,4,1,2,1,2,2,2,100000,3,4,1,1,0,1,0,0,0,0,0,0,0, ,0,0, ,3,2014,1983,2014,4,1,1,50000,1,2,1,1959,3,1,16,1964,6,1,1,1,1,4,2,150000,4,4,-8,-8,5,4,4,4,3,3,-8,4,3,3,85,85,85,85,80,85,85,80,80, ,5,2,1,1,3,2,2,4,4
6942,1,21,63,99,2015/7/14 16:15,2,1940,1,1,1,3, ,3, ,40000,1, ,40,0,0,0,1,0,0,0,0,0, ,160,120,4,4,4,5,1,1,1,2,5,1,1,1,5,5,5,5,4,4,5,1,5,5,5,2,4,1,6,6,1,4,5,5,5,5,5,5, , , , ,1,1,2,2,80000,2,3,3,2,0,1,0,0,0,0,0,0,0, ,2,1,0,3,1961,1940,1961,2,1,2,40000,5, , ,1925,2,1,2,1925,1,1,2,2,2,-8,2,40000,5,4,4,4,4,4,4,-8,-8,-8,-8,-8,3,5,80,80,80,80,-2,80,80,80,80,2,3,3,2,1,1,1,5,5,3
6943,1,21,63,99,2015/7/16 16:44,2,1990,1,1,1,10, ,4,2013,-1,1, ,95,0,0,0,0,0,0,0,0,1, ,157,94,4,5,4,1,3,1,1,1,2,4,1,2,3,2,5,5,4,4,3,3,5,5,1,3,5,3,7,2,2,4,5,5,3,7,5,5, , , , ,1,-8,1,2,100000,2,3,3,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2013,1992,2013,4,1,1,60000,1,3,1,1948,3,1,2,1947,3,1,9,1,1,5,-8,100000,5,4,-8,-8,5,5,4,5,2,4,-8,3,1,1,100,100,100,0,100,100,85,50,80,3,6,2,1,1,1,1,5,5,4
6944,2,21,62,98,2015/7/17 15:58,2,1958,1,1,1,1, , , ,2000,1, ,50,0,1,0,0,0,0,0,0,0, ,155,130,1,2,2,1,1,1,1,1,4,1,1,5,5,5,5,5,4,5,5,5,5,5,5,2,2,1,5,5,1,3,2,1,1,1,1,2, , , , ,1,2,2,2,5000,1,1,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1979,1954,1979,4,1,1,0,4, , ,-2,1,1,2,-2,1,1,15,3,2,4,3,-2,3,3,3,3,3,-8,2,-8,-8,-8,-8,-8,2,3,70,60,60,70,60,60,50,-2,70,3,3,2,1,1,2,2,2,5, 
6945,1,21,64,100,2015/7/17 10:03,1,1955,1,1,1,3, ,4,1970,15000,4,1980,50,0,0,0,1,0,0,0,0,0, ,167,105,4,4,4,2,1,4,3,3,4,2,5,1,5,3,2,5,4,2,2,2,5,5,5,3,4,4,4,3,6,2,4,5,5,6,4,5, , , , ,1,1,2,2,25000,3,3,2,1,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1983,1957,1983,6,1,2,12000,5, , ,1934,2,4,1,1931,1,1,2,1,2,3,2,50000,4,3,-8,-8,5,5,3,4,3,4,-8,3,2,4,70,65,70,70,65,70,70,65,70,3,3,1,97,97,4,4,4,4,4
6946,2,21,62,98,2015/7/14 15:56,1,1965,8,1,1,3, ,2, ,10000,1, ,21,0,1,0,0,0,0,0,0,0, ,160,100,2,3,3,1,1,1,1,2,2,1,1,3,5,5,5,5,3,3,5,5,5,5,5,2,2,1,3,3,1,4,2,1,1,3,1,3, , , , ,1,2,2,2,10000,3,1,1,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2006,1985,2006,1,1,1,0,6, , ,-2,1,1,2,-2,1,1,15,3,1,3,-8,30000,5,5,5,4,5,5,5,5,5,3,3,3,3,5,50,50,50,50,60,60,60,60,60, ,3,1,0,1,5,5,3,5,2
6947,2,21,64,100,2015/7/18 18:55,2,1968,1,1,1,3, ,2, ,36000,1, ,200,0,0,1,0,0,0,0,0,0, ,160,120,2,2,3,1,1,1,1,1,5,1,1,1,5,4,4,5,3,4,4,5,5,3,5,2,2,2,3,5,2,4,4,5,5,5,4,4, , , , ,1,1,2,2,9000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,0,2,0,3,1988,1962,1988,3,1,1,9000,1,5,1,-2,1,1,2,-2,1,1,2,2,2,3,-8,30000,4,4,4,3,5,-8,3,3,-8,-8,-8,-8,3,5,80,75,75,70,80,75,75,70,80, ,6,2,1,1,4,2,5,5,2
6948,2,21,64,102,2015/7/21 9:54,1,1968,1,1,1,3, ,4,1981,30000,1, ,360,0,1,0,0,0,0,0,0,0, ,170,120,4,4,4,1,1,2,2,3,4,1,1,1,5,3,3,4,3,3,2,3,5,5,5,3,3,2,2,3,3,2,4,5,4,6,3,5, , , , ,1,1,2,2,0,3,3,2,2,0,1,0,0,0,0,0,0,0, ,1,1,1,3,1990,1969,1990,3,1,1,0,5, , ,1940,1,1,2,1942,1,1,2,2,2,4,2,60000,4,3,3,3,4,3,2,4,2,2,-8,-8,1,5,80,60,50,60,60,70,60,60,60,6,5,2,1,1,5,4,4,4,4
6949,1,21,64,101,2015/7/15 8:17,1,1997,1,1,1,6, ,4,2015,0,2, ,50,0,0,0,0,0,0,0,0,1, ,174,112,5,4,3,1,2,2,4,1,5,5,1,1,5,3,3,5,4,2,1,4,5,5,1,4,3,2,2,2,2,3,3,3,5,5,3,5, , , , ,1,2,2,2,10000,2,1,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1974,4,1,16,1975,4,1,3,-8,2,-8,-8,-3,3,3,3,3,5,-8,2,3,3,3,-8,3,3,4,70,59,60,60,70,70,70,70,70, ,4,1,1,0,1,1,1,1,4
6950,2,21,64,100,2015/7/19 10:16,2,1973,1,1,1,3, ,4,-2,0,1, ,180,0,1,1,0,0,0,0,0,0, ,140,120,2,2,1,1,1,1,1,1,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,4,4,1,1,5,1,3,3,4,2,-8,2,6, , , , ,1,1,2,2,30000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1991,1965,1991,3,1,1,20000,1,5,1,-2,3,1,2,-2,3,1,2,3,2,5,-8,-2,5,5,5,5,5,-8,4,4,4,-8,-8,-8,3,5,90,90,100,-2,90,100,100,98,60, ,4,2,1,1,4,2,1,4,4
6951,2,21,61,97,2015/7/14 19:01,2,1981,1,1,1,4, ,4,1996,0,1, ,230,0,0,0,1,1,0,0,0,0, ,158,126,4,5,5,1,1,3,4,4,4,1,1,2,5,3,5,5,4,2,5,3,5,5,5,4,4,2,1,1,2,4,4,5,4,6,6,1,2,12,1,2,1,1,2,2,35000,4,3,2,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2010,1982,2010,5,1,1,0,1,-8,-8,1955,4,1,1,1955,3,1,2,1,1,4,2,50000,4,4,4,4,4,4,3,4,3,3,-8,3,2,3,70,70,70,70,70,70,70,70,70, ,5,1,1,0,4,4,-8,4,4
6952,1,21,61,97,2015/7/18 8:41,1,1954,1,1,1,6, ,4,1975,20000,1, ,200,0,1,0,0,0,0,0,0,0, ,170,158,2,4,5,5,3,2,4,1,5,1,1,1,5,3,3,5,4,4,1,1,5,5,5,3,3,3,2,2,1,4,5,5,4,5,2,1,3,37,-8,-8,1,2,2,2,100000,2,4,3,1,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1977,1955,1977,3,1,5,20000,5, , ,1925,3,1,2,1925,1,1,2,2,2,4,1,20000,4,4,4,4,4,4,2,4,2,4,-8,4,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3, ,4,2,1,1,3,2,2,5,4
6953,2,21,64,100,2015/7/20 13:18,2,1953,1,1,1,1, , , ,1800,1, ,200,0,0,0,1,0,0,0,0,0, ,160,92,4,5,5,1,2,1,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,4,1,1,4,1,4,4,2,2,2,2,4, , , , ,1,1,1,1,30000,5,1,1,2,0,1,0,0,0,0,0,0,0, ,1,2,0,3,1975,1948,1975,3,1,1,2000,3, , ,1922,4,1,2,1927,1,1,2,2,1,3,2,50000,3,3,3,3,3,-8,2,4,4,-8,-8,-8,2,5,40,70,30,20,20,30,10,0,0, ,6,3,1,2,4,2,4,4, 
6954,2,21,64,102,2015/7/21 11:37,2,1953,1,1,1,3, ,4,1973,3000,1, ,360,0,0,1,0,0,0,0,0,0, ,154,100,2,2,3,1,1,1,2,2,3,1,1,3,5,2,4,5,1,2,2,3,5,5,5,4,4,2,2,2,1,4,5,7,5,9,2,4, , , , ,1,1,2,2,45000,5,4,1,2,0,1,0,0,0,0,0,0,0, ,0,3,0,3,1975,1954,1975,4,1,1,2000,1,5,2,1925,1,1,2,1928,1,1,2,2,1,4,3,-2,5,4,4,4,4,-8,4,3,4,4,-8,4,2,5,70,70,70,70,70,50,60,70,76, ,4,3,0,3,4,4,4,4,4
6955,2,21,64,100,2015/7/19 12:18,2,1968,1,1,1,3, ,2, ,10000,1, ,250,0,1,1,0,0,0,0,0,0, ,170,130,4,3,4,1,1,1,1,1,5,1,1,1,5,2,5,-8,4,3,4,-8,-8,4,-8,3,3,2,2,3,2,2,4,5,2,6,5,3, , , , ,1,1,2,2,70000,1,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1989,1968,1989,4,1,1,25000,1,3,1,1929,4,1,3,1927,3,1,2,2,1,4,2,20000,5,5,4,4,4,-8,3,4,3,-8,-8,-8,1,5,80,80,80,70,80,80,60,70,80, ,6,2,1,1,3,5,4,4,2
6956,1,21,63,99,2015/7/20 9:33,2,1940,1,1,1,1, , , ,30000,1, ,80,0,1,1,0,0,0,0,0,0, ,165,102,5,5,4,5,1,1,1,4,5,1,1,1,5,1,5,1,4,5,2,1,5,5,1,4,4,2,1,5,2,4,4,5,4,5,7,5, , , , ,1,1,2,2,150000,4,4,1,2,0,1,0,0,0,0,0,0,0, ,2,2,0,3,1958,1933,1958,4,1,4,40000,5, , ,-2,3,1,1,-2,1,1,15,1,2,4,2,350000,3,3,-8,-8,4,4,2,4,3,4,-8,-8,2,5,80,70,70,80,40,80,40,80,80,1,1,1,97,97,2,2,4,4, 
6957,2,21,64,100,2015/7/20 18:40,1,1957,1,1,1,6, ,4,1974,20000,4,1989,115,0,1,0,0,0,0,0,0,0, ,169,126,5,4,4,1,1,4,1,1,4,4,1,1,5,3,2,-8,4,4,5,5,-8,-8,3,4,4,3,1,2,5,3,4,7,7,5,3,2, , , , ,1,1,1,1,35000,3,4,1,2,0,1,0,0,0,0,0,0,0, ,0,2,0,3,1979,1958,1979,4,1,1,15000,3, , ,1928,2,1,1,1929,1,1,2,1,2,4,2,15000,5,5,5,5,5,5,4,4,4,-8,-8,-8,3,5,90,85,70,80,80,75,80,75,80,2,6,2,1,1,2,3,5,4,4
6958,2,21,62,98,2015/7/16 12:15,1,1956,1,1,1,4, ,2,-2,15000,1, ,110,0,1,0,0,0,0,0,0,0, ,155,107,2,2,2,1,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,3,3,1,2,5,1,4,4,1,3,1,2,4, , , , ,1,2,2,2,25000,4,1,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1979,1957,1979,3,1,1,2500,3, , ,-2,1,1,2,-2,1,1,2,3,3,2,-8,30000,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,4,5,80,80,50,80,50,80,80,80,80, ,6,2,1,1,2,2,4,4,2
6959,1,21,64,100,2015/7/15 9:39,1,1944,1,1,1,1, , , ,5160,1, ,86,0,1,0,0,0,0,0,0,0, ,147,145,2,2,3,4,1,1,1,2,2,1,1,3,5,2,5,5,3,2,5,2,5,3,5,4,3,1,1,3,1,5,3,4,3,-8,3,4, , , , ,2,2,2,2,55000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,7,-2, , , , , , , , , ,-2,1,1,2,-2,1,1,2,3,2,4,2,15000,4,4,-8,-8,5,4,3,-8,4,4,-8,-8,3,4,80,75,75,80,75,75,85,80,75, ,3,2,1,1,2,4,2,4, 
6960,2,21,64,100,2015/7/18 16:59,2,1984,1,1,1,4, ,4,1999,0,1, ,300,0,0,0,0,0,0,0,1,0, ,156,111,4,3,5,1,1,1,2,1,4,4,4,1,5,4,5,5,3,1,5,5,5,5,1,5,4,1,1,2,1,4,3,4,6,7,5,5, , , , ,1,2,2,2,30000,6,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2003,1975,2003,3,1,1,30000,5, , ,1956,4,1,2,1958,4,1,2,3,2,3,2,40000,4,2,4,4,4,4,2,4,2,2,-8,-8,1,5,60,30,50,50,40,40,20,20,20,3,6,2,1,1,4,2,2,4,4
6961,1,21,63,99,2015/7/14 17:37,1,1950,1,0,6,4, ,3,1966,20000,1, ,65,0,1,0,0,0,0,0,0,0, ,172,120,3,1,3,2,2,4,3,2,5,1,1,1,5,1,2,5,4,4,5,5,5,3,5,3,5,4,2,5,1,4,5,4,2,6,2,5, , , , ,1,1,2,2,18000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,4,1971,1961,2003,3,1,2,0,5, , ,1923,1,1,1,1922,1,1,1,2,1,4,2,20000,4,4,4,4,4,4,4,4,4,4,4,4,1,5,100,100,100,100,100,100,100,100,100,2,6,2,1,1,2,1,2,2,3
6962,1,21,64,102,2015/7/18 19:11,1,1942,1,1,1,3, ,4,1960,6000,1, ,160,0,1,0,0,0,0,0,0,0, ,170,145,2,3,4,2,1,2,2,3,4,1,1,1,5,2,4,5,4,3,2,1,5,5,5,2,4,3,2,2,1,4,4,5,5,6,3,4, , , , ,1,1,1,1,8000,3,3,2,2,0,1,0,0,0,0,0,0,0, ,3,1,0,3,1966,1943,1966,1,1,2,2000,4, , ,1906,1,1,2,1911,1,1,2,2,2,4,2,20000,5,4,4,4,5,-8,3,4,4,4,-8,-8,2,5,90,90,70,80,70,80,70,70,70, ,5,4,3,1,4,4,3,4,4
6963,1,21,63,99,2015/7/16 11:43,2,1966,1,1,1,3, ,4,1978,-1,1, ,65,0,1,1,0,0,0,0,0,0, ,156,105,3,5,4,4,1,1,1,1,5,1,1,1,5,2,5,5,5,5,5,1,5,5,5,2,5,1,6,6,2,5,5,5,3,5,7,5, , , , ,1,1,2,2,50000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1990,1966,1990,6,4,4,50000,1,3,1,1935,2,1,1,1935,1,1,2,3,2,4,3,25000,5,4,-8,-8,5,4,2,-8,-8,5,-8,5,1,5,-2,80,90,80,80,60,70,80,80,2,4,2,1,1,2,1,1,4,4
